id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-1340996,2023-01-04,000001,Vente,262600,9,,RUE DE VALENCE,9546,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0059,,,42,17.64,,,,,,,,,1,2,Appartement,20,1,,,,,,2.349829,48.83767
2023-1341010,2023-01-05,000001,Vente,595000,1,,RUE DE MIRBEL,6383,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0035,,,26,,8,,,,,,,,2,3,Dépendance,,0,,,,,,2.352396,48.840521
2023-1341010,2023-01-05,000001,Vente,595000,1,,RUE DE MIRBEL,6383,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0035,,,26,,8,,,,,,,,2,2,Appartement,52,3,,,,,,2.352396,48.840521
2023-1341012,2023-01-09,000001,Vente,700000,2,,RUE DE VALENCE,9546,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0079,,,10,56.32,32,,,,,,,,2,3,Dépendance,,0,,,,,,2.35021,48.838334
2023-1341012,2023-01-09,000001,Vente,700000,2,,RUE DE VALENCE,9546,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0079,,,10,56.32,32,,,,,,,,2,2,Appartement,54,3,,,,,,2.35021,48.838334
2023-1341024,2023-01-03,000001,Vente,465000,24,B,RUE TOURNEFORT,9376,75005,75105,Paris 5e Arrondissement,75,,,75105000AY0030,,,54,31.25,,,,,,,,,1,2,Appartement,28,2,,,,,,2.347855,48.842494
2023-1341025,2023-01-02,000001,Vente,32000,15,,RUE BUFFON,1371,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0053,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.362593,48.842209
2023-1341050,2023-01-10,000001,Vente,48000,9,,RUE SOUFFLOT,9041,75005,75105,Paris 5e Arrondissement,75,,,75105000BJ0051,,,30,,,,,,,,,,1,2,Appartement,8,1,,,,,,2.342951,48.846689
2023-1341087,2023-01-05,000001,Vente,505600,46,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0110,,,107,38.68,128,,,,,,,,2,2,Appartement,37,2,,,,,,2.356709,48.83984
2023-1341090,2023-01-11,000001,Vente,450000,26,,RUE PASCAL,7076,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0064,,,16,,4,,,,,,,,2,3,Dépendance,,0,,,,,,2.34911,48.837703
2023-1341090,2023-01-11,000001,Vente,450000,26,,RUE PASCAL,7076,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0064,,,16,,4,,,,,,,,2,2,Appartement,36,2,,,,,,2.34911,48.837703
2023-1341176,2023-01-11,000001,Vente,581699.94,12,,RUE LARREY,5362,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0090,,,38,,58,,,,,,,,2,3,Dépendance,,0,,,,,,2.353796,48.842554
2023-1341176,2023-01-11,000001,Vente,581699.94,12,,RUE LARREY,5362,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0090,,,38,,58,,,,,,,,2,2,Appartement,72,3,,,,,,2.353796,48.842554
2023-1341183,2023-01-10,000001,Vente,276000,7,,RUE DE L ARBALETE,0405,75005,75105,Paris 5e Arrondissement,75,,,75105000AX0060,,,73,22,,,,,,,,,1,2,Appartement,22,2,,,,,,2.349384,48.840269
2023-1341183,2023-01-10,000001,Vente,276000,7,,RUE DE L ARBALETE,0405,75005,75105,Paris 5e Arrondissement,75,,,75105000AX0060,,,73,22,,,,,,,,,1,3,Dépendance,,0,,,,,,2.349384,48.840269
2023-1341183,2023-01-10,000001,Vente,276000,7,,RUE DE L ARBALETE,0405,75005,75105,Paris 5e Arrondissement,75,,,75105000AX0060,,,73,22,,,,,,,,,1,3,Dépendance,,0,,,,,,2.349384,48.840269
2023-1341202,2023-01-09,000001,Vente,158000,27,,RUE DE LA HUCHETTE,4678,75005,75105,Paris 5e Arrondissement,75,,,75105000BP0065,,,12,,,,,,,,,,1,2,Appartement,17,1,,,,,,2.345067,48.85297
2023-1341235,2023-01-17,000001,Vente,540000,4,,SQ VERMENOUZE,9687,75005,75105,Paris 5e Arrondissement,75,,,75105000AY0105,,,19,41.22,34,,,,,,,,2,3,Dépendance,,0,,,,,,2.348993,48.840819
2023-1341235,2023-01-17,000001,Vente,540000,4,,SQ VERMENOUZE,9687,75005,75105,Paris 5e Arrondissement,75,,,75105000AY0105,,,19,41.22,34,,,,,,,,2,2,Appartement,41,2,,,,,,2.348993,48.840819
2023-1341264,2023-01-17,000001,Vente,236000,4,,BD DE L HOPITAL,4649,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0017,,,36,15.56,37,,38,,,,,,3,3,Dépendance,,0,,,,,,2.363553,48.842969
2023-1341264,2023-01-17,000001,Vente,236000,4,,BD DE L HOPITAL,4649,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0017,,,36,15.56,37,,38,,,,,,3,2,Appartement,16,1,,,,,,2.363553,48.842969
2023-1341272,2023-01-06,000001,Vente,809441,20,,RUE LACEPEDE,5220,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0111,,,103,,24,57.05,60,,61,,,,4,3,Dépendance,,0,,,,,,2.352844,48.843952
2023-1341272,2023-01-06,000001,Vente,809441,20,,RUE LACEPEDE,5220,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0111,,,103,,24,57.05,60,,61,,,,4,2,Appartement,60,3,,,,,,2.352844,48.843952
2023-1341306,2023-01-20,000001,Vente,1812000,7,,RUE VESALE,9719,75005,75105,Paris 5e Arrondissement,75,,,75105000AS0036,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.352923,48.837958
2023-1341306,2023-01-20,000001,Vente,1812000,7,,RUE VESALE,9719,75005,75105,Paris 5e Arrondissement,75,,,75105000AS0036,,,12,,,,,,,,,,1,2,Appartement,125,6,,,,,,2.352923,48.837958
2023-1341310,2023-01-04,000001,Vente,1000000,13,,RUE LINNE,5696,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0018,,,21,,8,,,,,,,,2,3,Dépendance,,0,,,,,,2.354257,48.844529
2023-1341310,2023-01-04,000001,Vente,1000000,13,,RUE LINNE,5696,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0018,,,21,,8,,,,,,,,2,2,Appartement,77,3,,,,,,2.354257,48.844529
2023-1341316,2023-01-19,000001,Vente,390000,7,,RUE DE L ESSAI,3368,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0057,,,25,,,,,,,,,,1,2,Appartement,35,2,,,,,,2.357956,48.839705
2023-1341332,2023-01-11,000001,Vente,345000,2,,RUE DES LYONNAIS,5868,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0030,,,147,32.88,,,,,,,,,1,2,Appartement,32,1,,,,,,2.347476,48.83807
2023-1341358,2023-01-19,000001,Vente,42000,27,,RUE BROCA,1313,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0068,,,73,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.348309,48.837769
2023-1341382,2023-01-12,000001,Vente,1075000,33,,RUE GALANDE,3921,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0109,,,5,,6,,7,,8,,,,4,2,Appartement,84,2,,,,,,2.347403,48.851171
2023-1341399,2023-01-13,000001,Vente,530000,42,,RUE DES BOULANGERS,1156,75005,75105,Paris 5e Arrondissement,75,,,75105000AH0034,,,48,41.2,,,,,,,,,1,2,Appartement,24,1,,,,,,2.352341,48.846501
2023-1341411,2023-01-17,000001,Vente,1345000,82,,BD DE PORT-ROYAL,7740,75005,75105,Paris 5e Arrondissement,75,,,75105000BE0011,,,65,,81,103.29,,,,,,,2,2,Appartement,103,4,,,,,,2.340202,48.839123
2023-1341411,2023-01-17,000001,Vente,1345000,82,,BD DE PORT-ROYAL,7740,75005,75105,Paris 5e Arrondissement,75,,,75105000BE0011,,,65,,81,103.29,,,,,,,2,3,Dépendance,,0,,,,,,2.340202,48.839123
2023-1341412,2023-01-03,000001,Vente,629000,29,,RUE CENSIER,1642,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0036,,,1018,43.51,1036,,,,,,,,2,4,Local industriel. commercial ou assimilé,25,0,,,,,,2.35308,48.840133
2023-1341412,2023-01-03,000001,Vente,629000,29,,RUE CENSIER,1642,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0036,,,1018,43.51,1036,,,,,,,,2,2,Appartement,24,1,,,,,,2.35308,48.840133
2023-1341437,2023-01-13,000001,Vente,30000,27,,RUE BROCA,1313,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0068,,,126,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.348309,48.837769
2023-1341439,2023-01-23,000001,Vente,540000,34,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0026,,,8,41.52,9,,,,,,,,2,2,Appartement,44,2,,,,,,2.351289,48.846029
2023-1341460,2023-01-17,000001,Vente,357100,26,,RUE DAUBENTON,2580,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0091,,,128,27.2,,,,,,,,,1,2,Appartement,30,2,,,,,,2.353248,48.841523
2023-1341460,2023-01-17,000001,Vente,357100,26,,RUE DAUBENTON,2580,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0091,,,128,27.2,,,,,,,,,1,2,Appartement,27,2,,,,,,2.353248,48.841523
2023-1341460,2023-01-17,000001,Vente,357100,26,,RUE DAUBENTON,2580,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0091,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.353248,48.841523
2023-1341460,2023-01-17,000001,Vente,357100,26,,RUE DAUBENTON,2580,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0091,,,128,27.2,,,,,,,,,1,3,Dépendance,,0,,,,,,2.353248,48.841523
2023-1341460,2023-01-17,000001,Vente,357100,26,,RUE DAUBENTON,2580,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0091,,,2,,,,,,,,,,1,2,Appartement,27,2,,,,,,2.353248,48.841523
2023-1341474,2023-01-17,000001,Vente,595000,11,B,RUE DE NAVARRE,6702,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0112,,,1,,26,46.7,,,,,,,2,3,Dépendance,,0,,,,,,2.352833,48.844191
2023-1341474,2023-01-17,000001,Vente,595000,11,B,RUE DE NAVARRE,6702,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0112,,,1,,26,46.7,,,,,,,2,2,Appartement,46,2,,,,,,2.352833,48.844191
2023-1341502,2023-01-04,000001,Vente,40000,29,,RUE JUSSIEU,5130,75005,75105,Paris 5e Arrondissement,75,,,75105000AH0045,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.353588,48.846605
2023-1341514,2023-01-19,000001,Vente,230000,4,A,RUE D ULM,9517,75005,75105,Paris 5e Arrondissement,75,,,75105000BK0041,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.345284,48.845424
2023-1341514,2023-01-19,000001,Vente,230000,4,A,RUE D ULM,9517,75005,75105,Paris 5e Arrondissement,75,,,75105000BK0041,,,24,16.09,26,,,,,,,,2,3,Dépendance,,0,,,,,,2.345284,48.845424
2023-1341558,2023-01-12,000001,Vente,484000,13,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0019,,,20,36.14,,,,,,,,,1,2,Appartement,32,2,,,,,,2.34638,48.851776
2023-1341576,2023-01-04,000001,Vente,420205,29,,RUE JUSSIEU,5130,75005,75105,Paris 5e Arrondissement,75,,,75105000AH0045,,,37,32.39,41,,,,,,,,2,3,Dépendance,,0,,,,,,2.353588,48.846605
2023-1341576,2023-01-04,000001,Vente,420205,29,,RUE JUSSIEU,5130,75005,75105,Paris 5e Arrondissement,75,,,75105000AH0045,,,37,32.39,41,,,,,,,,2,3,Dépendance,,0,,,,,,2.353588,48.846605
2023-1341576,2023-01-04,000001,Vente,420205,29,,RUE JUSSIEU,5130,75005,75105,Paris 5e Arrondissement,75,,,75105000AH0045,,,37,32.39,41,,,,,,,,2,2,Appartement,32,2,,,,,,2.353588,48.846605
2023-1341582,2023-01-05,000001,Vente,2100000,26,,RUE PIERRE ET MARIE CURIE,7424,75005,75105,Paris 5e Arrondissement,75,,,75105000BI0063,,,13,113.38,15,,151,,,,,,3,3,Dépendance,,0,,,,,,2.342689,48.845069
2023-1341582,2023-01-05,000001,Vente,2100000,26,,RUE PIERRE ET MARIE CURIE,7424,75005,75105,Paris 5e Arrondissement,75,,,75105000BI0063,,,13,113.38,15,,151,,,,,,3,2,Appartement,117,4,,,,,,2.342689,48.845069
2023-1341586,2023-01-24,000001,Vente,491000,32,,RUE LACEPEDE,5220,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0128,,,31,32.89,7,,,,,,,,2,2,Appartement,33,2,,,,,,2.351537,48.844182
2023-1341586,2023-01-24,000001,Vente,491000,32,,RUE LACEPEDE,5220,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0128,,,31,32.89,7,,,,,,,,2,3,Dépendance,,0,,,,,,2.351537,48.844182
2023-1341596,2023-01-20,000001,Vente,735000,26,,RUE BERTHOLLET,0916,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0008,,,11,53.39,,,,,,,,,1,3,Dépendance,,0,,,,,,2.345282,48.838586
2023-1341596,2023-01-20,000001,Vente,735000,26,,RUE BERTHOLLET,0916,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0008,,,11,53.39,,,,,,,,,1,2,Appartement,55,3,,,,,,2.345282,48.838586
2023-1341599,2023-01-19,000001,Vente,560000,25,,RUE HENRI BARBUSSE,4535,75005,75105,Paris 5e Arrondissement,75,,,75105000BG0034,,,124,,41,,,,,,,,2,3,Dépendance,,0,,,,,,2.339711,48.841675
2023-1341599,2023-01-19,000001,Vente,560000,25,,RUE HENRI BARBUSSE,4535,75005,75105,Paris 5e Arrondissement,75,,,75105000BG0034,,,124,,41,,,,,,,,2,2,Appartement,47,2,,,,,,2.339711,48.841675
2023-1341611,2023-01-26,000001,Vente,438000,65,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0116,,,51,26.67,52,,,,,,,,2,2,Appartement,31,2,,,,,,2.352672,48.844036
2023-1341611,2023-01-26,000001,Vente,438000,65,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0116,,,51,26.67,52,,,,,,,,2,3,Dépendance,,0,,,,,,2.352672,48.844036
2023-1341618,2023-01-06,000001,Vente,125000,17,,RUE PIERRE NICOLE,7467,75005,75105,Paris 5e Arrondissement,75,,,75105000BG0058,,,49,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.340035,48.841237
2023-1341632,2023-01-20,000001,Vente,270000,9,,RUE LARREY,5362,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0100,,,49,,,,,,,,,,1,2,Appartement,25,1,,,,,,2.353457,48.842
2023-1341641,2023-01-23,000001,Vente,602600,22,,RUE MOUFFETARD,6581,75005,75105,Paris 5e Arrondissement,75,,,75105000AZ0042,,,3,,,,,,,,,,1,2,Appartement,50,2,,,,,,2.34903,48.844226
2023-1341655,2023-01-27,000001,Vente,335000,30,,RUE GEOFFROY ST HILAIRE,4108,75005,75105,Paris 5e Arrondissement,75,,,75105000AM0004,,,14,,60,,,,,,,,2,3,Dépendance,,0,,,,,,2.356391,48.840682
2023-1341655,2023-01-27,000001,Vente,335000,30,,RUE GEOFFROY ST HILAIRE,4108,75005,75105,Paris 5e Arrondissement,75,,,75105000AM0004,,,14,,60,,,,,,,,2,2,Appartement,28,2,,,,,,2.356391,48.840682
2023-1341670,2023-01-09,000001,Vente,1460000,6,,RUE DES URSULINES,9533,75005,75105,Paris 5e Arrondissement,75,,,75105000BD0014,,,1,89.17,41,,,,,,,,2,4,Local industriel. commercial ou assimilé,86,0,,,,,,2.342413,48.842857
2023-1341679,2023-01-04,000001,Vente,180000,8,,RUE MOUFFETARD,6581,75005,75105,Paris 5e Arrondissement,75,,,75105000BK0017,,,12,,,,,,,,,,1,2,Appartement,18,1,,,,,,2.349039,48.844671
2023-1341682,2023-01-10,000001,Vente,622000,25,,RUE DE LA COLLEGIALE,2187,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0008,,,20,56.53,,,,,,,,,1,3,Dépendance,,0,,,,,,2.351433,48.83842
2023-1341682,2023-01-10,000001,Vente,622000,25,,RUE DE LA COLLEGIALE,2187,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0008,,,20,56.53,,,,,,,,,1,2,Appartement,55,3,,,,,,2.351433,48.83842
2023-1341707,2023-01-13,000001,Vente,410000,15,,RUE BROCA,1313,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0057,,,49,48.54,,,,,,,,,1,2,Appartement,46,2,,,,,,2.34903,48.838466
2023-1341707,2023-01-13,000001,Vente,410000,15,,RUE BROCA,1313,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0057,,,49,48.54,,,,,,,,,1,3,Dépendance,,0,,,,,,2.34903,48.838466
2023-1341707,2023-01-13,000001,Vente,410000,15,,RUE BROCA,1313,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0057,,,49,48.54,,,,,,,,,1,3,Dépendance,,0,,,,,,2.34903,48.838466
2023-1341713,2023-01-12,000001,Vente,1100000,12,,AV DES GOBELINS,4209,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0054,,,18,77.88,,,,,,,,,1,2,Appartement,81,4,,,,,,2.350221,48.837514
2023-1341740,2023-01-26,000001,Vente,360000,26,,RUE PASCAL,7076,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0064,,,2,,21,36.12,,,,,,,2,3,Dépendance,,0,,,,,,2.34911,48.837703
2023-1341740,2023-01-26,000001,Vente,360000,26,,RUE PASCAL,7076,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0064,,,2,,21,36.12,,,,,,,2,2,Appartement,39,2,,,,,,2.34911,48.837703
2023-1341746,2023-01-13,000001,Vente,412001,13,,RUE ROLLIN,8329,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0135,,,113,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.351009,48.84447
2023-1341746,2023-01-13,000001,Vente,412001,13,,RUE ROLLIN,8329,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0135,,,132,41.7,,,,,,,,,1,2,Appartement,30,3,,,,,,2.351009,48.84447
2023-1341765,2023-01-31,000001,Vente,328000,58,,BD DE PORT-ROYAL,7740,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0105,,,29,20.7,30,,31,,,,,,3,2,Appartement,18,2,,,,,,2.34611,48.837832
2023-1341765,2023-01-31,000001,Vente,328000,58,,BD DE PORT-ROYAL,7740,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0105,,,27,8.11,,,,,,,,,1,2,Appartement,9,1,,,,,,2.34611,48.837832
2023-1341771,2023-01-20,000001,Vente,1492165,312,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BF0078,,,11,77.63,28,,,,,,,,2,2,Appartement,75,4,,,,,,2.340568,48.84061
2023-1341771,2023-01-20,000001,Vente,1492165,312,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BF0078,,,11,77.63,28,,,,,,,,2,3,Dépendance,,0,,,,,,2.340568,48.84061
2023-1341820,2023-01-16,000001,Vente,1470000,14,,RUE LAGRANGE,5268,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0094,,,38,,5,92.28,7,,,,,,3,2,Appartement,66,3,,,,,,2.348049,48.850659
2023-1341820,2023-01-16,000001,Vente,1470000,14,,RUE LAGRANGE,5268,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0094,,,6,,,,,,,,,,1,2,Appartement,21,1,,,,,,2.348049,48.850659
2023-1341865,2023-01-30,000001,Vente,250000,9,,RUE DE QUATREFAGES,7911,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0096,,,83,19.65,,,,,,,,,1,2,Appartement,19,1,,,,,,2.353944,48.843273
2023-1341865,2023-01-30,000001,Vente,250000,9,,RUE DE QUATREFAGES,7911,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0096,,,83,19.65,,,,,,,,,1,3,Dépendance,,0,,,,,,2.353944,48.843273
2023-1341866,2023-01-06,000001,Vente,1081340,39,,RUE BUFFON,1371,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0002,,,181,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.359835,48.841775
2023-1341866,2023-01-06,000001,Vente,1081340,39,,RUE BUFFON,1371,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0002,,,181,,,,,,,,,,1,2,Appartement,77,4,,,,,,2.359835,48.841775
2023-1341866,2023-01-06,000001,Vente,1081340,39,,RUE BUFFON,1371,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0002,,,181,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.359835,48.841775
2023-1341873,2023-01-11,000001,Vente,360000,27,,RUE DES BOULANGERS,1156,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0064,,,10,29.88,,,,,,,,,1,3,Dépendance,,0,,,,,,2.352218,48.846049
2023-1341873,2023-01-11,000001,Vente,360000,27,,RUE DES BOULANGERS,1156,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0064,,,10,29.88,,,,,,,,,1,2,Appartement,28,2,,,,,,2.352218,48.846049
2023-1341904,2023-01-26,000001,Vente,215326,107,,RUE MOUFFETARD,6581,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0051,,,16,17.22,,,,,,,,,1,2,Appartement,18,1,,,,,,2.350105,48.840734
2023-1341906,2023-01-12,000001,Vente,260000,11,,RUE DE LA HUCHETTE,4678,75005,75105,Paris 5e Arrondissement,75,,,75105000BP0032,,,45,,,,,,,,,,1,2,Appartement,23,1,,,,,,2.346029,48.852682
2023-1342007,2023-01-20,000001,Vente,1000000,36,,RUE DES BOULANGERS,1156,75005,75105,Paris 5e Arrondissement,75,,,75105000AH0032,,,20,,4,82.39,,,,,,,2,3,Dépendance,,0,,,,,,2.352631,48.846377
2023-1342007,2023-01-20,000001,Vente,1000000,36,,RUE DES BOULANGERS,1156,75005,75105,Paris 5e Arrondissement,75,,,75105000AH0032,,,4,82.39,,,,,,,,,1,4,Local industriel. commercial ou assimilé,33,0,,,,,,2.352631,48.846377
2023-1342007,2023-01-20,000001,Vente,1000000,36,,RUE DES BOULANGERS,1156,75005,75105,Paris 5e Arrondissement,75,,,75105000AH0032,,,20,,4,82.39,,,,,,,2,2,Appartement,53,4,,,,,,2.352631,48.846377
2023-1342062,2023-02-01,000001,Vente,1154850,26,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AI0011,,,10,,25,,26,,9,93.98,,,4,3,Dépendance,,0,,,,,,2.351243,48.846751
2023-1342062,2023-02-01,000001,Vente,1154850,26,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AI0011,,,10,,25,,26,,9,93.98,,,4,2,Appartement,93,5,,,,,,2.351243,48.846751
2023-1342062,2023-02-01,000001,Vente,1154850,26,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AI0011,,,10,,25,,26,,9,93.98,,,4,3,Dépendance,,0,,,,,,2.351243,48.846751
2023-1342100,2023-01-31,000001,Vente,265000,21,,RUE CUJAS,2487,75005,75105,Paris 5e Arrondissement,75,,,75105000BJ0011,,,104,,117,,,,,,,,2,4,Local industriel. commercial ou assimilé,70,0,,,,,,2.341981,48.847925
2023-1342102,2023-01-31,000001,Vente,515000,21,,RUE BERTHOLLET,0916,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0093,,,15,,,,,,,,,,1,2,Appartement,37,3,,,,,,2.345872,48.838614
2023-1342102,2023-01-31,000001,Vente,515000,21,,RUE BERTHOLLET,0916,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0093,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.345872,48.838614
2023-1342123,2023-02-01,000001,Vente,46000,7,,RUE LINNE,5696,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0070,,,137,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.354343,48.844154
2023-1342136,2023-02-03,000001,Vente,1525000,16,,RUE LAGRANGE,5268,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0093,,,18,6.86,,,,,,,,,1,3,Dépendance,,0,,,,,,2.348197,48.850517
2023-1342136,2023-02-03,000001,Vente,1525000,16,,RUE LAGRANGE,5268,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0093,,,13,127.52,,,,,,,,,1,3,Dépendance,,0,,,,,,2.348197,48.850517
2023-1342136,2023-02-03,000001,Vente,1525000,16,,RUE LAGRANGE,5268,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0093,,,13,127.52,,,,,,,,,1,2,Appartement,125,5,,,,,,2.348197,48.850517
2023-1342205,2023-01-26,000001,Vente,950000,14,,SQ ADANSON,0052,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0082,,,2,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,80,0,,,,,,2.352165,48.83947
2023-1342231,2023-01-12,000001,Vente,800000,7,,RUE DES ECOLES,3098,75005,75105,Paris 5e Arrondissement,75,,,75105000AI0028,,,5,,,,,,,,,,1,2,Appartement,15,2,,,,,,2.351974,48.847514
2023-1342231,2023-01-12,000001,Vente,800000,7,,RUE DES ECOLES,3098,75005,75105,Paris 5e Arrondissement,75,,,75105000AI0028,,,2,,25,,26,,27,,3,,6,4,Local industriel. commercial ou assimilé,124,0,,,,,,2.351974,48.847514
2023-1342235,2023-02-06,000001,Vente,18000,16,,RUE LINNE,5696,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0031,,,44,,,,,,,,,,1,2,Appartement,13,1,,,,,,2.354998,48.845113
2023-1342274,2023-02-02,000001,Vente,729500,7,,RUE COCHIN,2169,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0133,,,10,,20,,,,,,,,2,2,Appartement,51,3,,,,,,2.352468,48.850047
2023-1342274,2023-02-02,000001,Vente,729500,7,,RUE COCHIN,2169,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0133,,,10,,20,,,,,,,,2,3,Dépendance,,0,,,,,,2.352468,48.850047
2023-1342293,2023-01-25,000001,Vente,158000,40,,RUE DE LA MONTGN STE GENEVIEVE,6448,75005,75105,Paris 5e Arrondissement,75,,,75105000BL0023,,,19,12.5,,,,,,,,,1,2,Appartement,12,1,,,,,,2.348094,48.847862
2023-1342312,2023-01-18,000001,Vente,232000,12,,RUE DE L HOTEL COLBERT,4661,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0063,,,8,16.1,,,,,,,,,1,2,Appartement,26,1,,,,,,2.348285,48.851619
2023-1342359,2023-01-18,000001,Vente,115000,17,,RUE CLAUDE BERNARD,2069,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0048,,,20,,,,,,,,,,1,2,Appartement,16,1,,,,,,2.34876,48.839005
2023-1342359,2023-01-18,000001,Vente,115000,17,,RUE CLAUDE BERNARD,2069,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0048,,,56,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.34876,48.839005
