id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,6,1,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,30,2,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,66,3,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,48,2,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,48,3,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,48,3,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,55,2,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,48,3,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,55,3,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,33,2,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,131,0,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,67,0,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,2,Appartement,73,4,S,sols,,,181,2.351834,48.842478
2022-1668478,2022-03-24,000001,Vente,5600000,76,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0044,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,10,0,S,sols,,,181,2.351834,48.842478
2022-1668490,2022-03-22,000001,Vente,64700,92,,BD DE PORT-ROYAL,7740,75005,75105,Paris 5e Arrondissement,75,,,75105000BF0032,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.338303,48.839613
2022-1668549,2022-03-17,000001,Vente,240000,111,,RUE MOUFFETARD,6581,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0052,,,34,21.78,,,,,,,,,1,2,Appartement,20,1,,,,,,2.350013,48.840654
2022-1668556,2022-03-17,000001,Vente,638385,15,,RUE DE LA HUCHETTE,4678,75005,75105,Paris 5e Arrondissement,75,,,75105000BP0051,,,29,51.74,,,,,,,,,1,2,Appartement,53,3,,,,,,2.345702,48.852768
2022-1668582,2022-03-22,000001,Vente,440000,10,,RUE THOUIN,9302,75005,75105,Paris 5e Arrondissement,75,,,75105000BK0008,,,26,,,,,,,,,,1,2,Appartement,37,2,,,,,,2.348939,48.845107
2022-1668582,2022-03-22,000001,Vente,440000,10,,RUE THOUIN,9302,75005,75105,Paris 5e Arrondissement,75,,,75105000BK0008,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.348939,48.845107
2022-1668582,2022-03-22,000001,Vente,440000,10,,RUE THOUIN,9302,75005,75105,Paris 5e Arrondissement,75,,,75105000BK0008,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.348939,48.845107
2022-1668582,2022-03-22,000001,Vente,440000,10,,RUE THOUIN,9302,75005,75105,Paris 5e Arrondissement,75,,,75105000BK0008,,,32,,,,,,,,,,1,2,Appartement,32,1,,,,,,2.348939,48.845107
2022-1668623,2022-03-16,000001,Vente,535000,29,,RUE CLAUDE BERNARD,2069,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0042,,,26,,,,,,,,,,1,2,Appartement,49,3,,,,,,2.347814,48.839405
2022-1668637,2022-03-23,000001,Vente,362000,6,,BD DE L HOPITAL,4649,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0022,,,212,38.23,227,,,,,,,,2,2,Appartement,39,3,,,,,,2.363384,48.842811
2022-1668637,2022-03-23,000001,Vente,362000,6,,BD DE L HOPITAL,4649,75005,75105,Paris 5e Arrondissement,75,,,75105000AQ0022,,,212,38.23,227,,,,,,,,2,3,Dépendance,,0,,,,,,2.363384,48.842811
2022-1668641,2022-03-21,000001,Vente,740000,34,,RUE DE LA MONTGN STE GENEVIEVE,6448,75005,75105,Paris 5e Arrondissement,75,,,75105000BL0010,,,154,,155,,156,,,,,,3,2,Appartement,58,2,,,,,,2.348023,48.848266
2022-1668644,2022-03-29,000001,Vente,233700,12,,RUE MAITRE ALBERT,5937,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0024,,,4,13.3,,,,,,,,,1,2,Appartement,13,1,,,,,,2.349542,48.8507
2022-1668647,2022-03-24,000001,Vente,1550000,4,,PL MONGE,6431,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0029,,,117,,4,115.02,,,,,,,2,2,Appartement,56,3,,,,,,2.35176,48.843366
2022-1668647,2022-03-24,000001,Vente,1550000,4,,PL MONGE,6431,75005,75105,Paris 5e Arrondissement,75,,,75105000AK0029,,,117,,4,115.02,,,,,,,2,4,Local industriel. commercial ou assimilé,67,0,,,,,,2.35176,48.843366
2022-1668663,2022-03-01,000001,Vente,385000,99,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0069,,,25,,42,31.36,,,,,,,2,2,Appartement,28,1,,,,,,2.352134,48.841063
2022-1668663,2022-03-01,000001,Vente,385000,99,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0069,,,25,,42,31.36,,,,,,,2,3,Dépendance,,0,,,,,,2.352134,48.841063
2022-1668708,2022-03-15,000001,Vente,355000,161,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BJ0041,,,39,21.41,48,,,,,,,,2,3,Dépendance,,0,,,,,,2.343371,48.846166
2022-1668708,2022-03-15,000001,Vente,355000,161,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BJ0041,,,39,21.41,48,,,,,,,,2,2,Appartement,22,1,,,,,,2.343371,48.846166
2022-1668807,2022-03-15,000001,Vente,455000,31,,RUE TOURNEFORT,9376,75005,75105,Paris 5e Arrondissement,75,,,75105000AY0033,,,71,29.66,89,,,,,,,,2,2,Appartement,25,2,,,,,,2.348414,48.842672
2022-1668807,2022-03-15,000001,Vente,455000,31,,RUE TOURNEFORT,9376,75005,75105,Paris 5e Arrondissement,75,,,75105000AY0033,,,71,29.66,89,,,,,,,,2,3,Dépendance,,0,,,,,,2.348414,48.842672
2022-1668811,2022-03-24,000001,Vente,225849,7,,RUE DES FEUILLANTINES,3630,75005,75105,Paris 5e Arrondissement,75,,,75105000BD0060,,,13,19.75,,,,,,,,,1,2,Appartement,19,1,,,,,,2.34271,48.841336
2022-1668826,2022-03-29,000001,Vente,410000,312,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BF0078,,,2,44.62,23,,,,,,,,2,4,Local industriel. commercial ou assimilé,23,0,,,,,,2.340568,48.84061
2022-1668829,2022-03-28,000001,Vente,660000,121,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0051,,,25,53.65,26,53.65,41,53.65,,,,,3,3,Dépendance,,0,,,,,,2.351048,48.838783
2022-1668829,2022-03-28,000001,Vente,660000,121,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0051,,,25,53.65,26,53.65,41,53.65,,,,,3,2,Appartement,54,3,,,,,,2.351048,48.838783
2022-1668841,2022-03-15,000001,Vente,2223000,1,,RUE DE PONTOISE,7621,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0125,,,24,114.6,27,,28,,,,,,3,2,Appartement,110,5,,,,,,2.352591,48.850401
2022-1668841,2022-03-15,000001,Vente,2223000,1,,RUE DE PONTOISE,7621,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0125,,,24,114.6,27,,28,,,,,,3,3,Dépendance,,0,,,,,,2.352591,48.850401
2022-1668841,2022-03-15,000001,Vente,2223000,1,,RUE DE PONTOISE,7621,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0125,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.352591,48.850401
2022-1668841,2022-03-15,000001,Vente,2223000,1,,RUE DE PONTOISE,7621,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0125,,,24,114.6,27,,28,,,,,,3,3,Dépendance,,0,,,,,,2.352591,48.850401
2022-1668895,2022-03-08,000001,Vente,264210,7,,RUE DE LA COLLEGIALE,2187,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0025,,,3,20.35,,,,,,,,,1,2,Appartement,21,1,,,,,,2.352066,48.837565
2022-1668908,2022-03-31,000001,Vente,238500,49,,RUE CENSIER,1642,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0069,,,22,16.83,,,,,,,,,1,2,Appartement,24,1,,,,,,2.350607,48.839362
2022-1668978,2022-03-22,000001,Vente,575000,102,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0022,,,10,48.08,,,,,,,,,1,3,Dépendance,,0,,,,,,2.351303,48.840184
2022-1668978,2022-03-22,000001,Vente,575000,102,,RUE MONGE,6432,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0022,,,10,48.08,,,,,,,,,1,2,Appartement,48,3,,,,,,2.351303,48.840184
2022-1668984,2022-03-24,000001,Vente,6500,19,,RUE ROLLIN,8329,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0138,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.350514,48.844496
2022-1668984,2022-03-24,000001,Vente,6500,19,,RUE ROLLIN,8329,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0138,,,18,,,,,,,,,,1,2,Appartement,38,2,,,,,,2.350514,48.844496
2022-1668989,2022-03-22,000001,Vente,1420755,41,,RUE DE LA BUCHERIE,1357,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0044,,,38,55.24,,,,,,,,,1,2,Appartement,43,2,,,,,,2.346934,48.852641
2022-1669005,2022-03-25,000001,Vente,962000,27,,RUE BERTHOLLET,0916,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0112,,,30,79.37,33,,,,,,,,2,3,Dépendance,,0,,,,,,2.345764,48.838072
2022-1669005,2022-03-25,000001,Vente,962000,27,,RUE BERTHOLLET,0916,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0112,,,30,79.37,33,,,,,,,,2,2,Appartement,80,4,,,,,,2.345764,48.838072
2022-1669054,2022-03-29,000001,Vente,28000,9,,RUE LAROMIGUIERE,5360,75005,75105,Paris 5e Arrondissement,75,,,75105000AZ0027,,,200,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.347325,48.843748
2022-1669129,2022-03-30,000001,Vente,610000,20,,BD DE PORT-ROYAL,7740,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0050,,,10,,29,52.07,,,,,,,2,2,Appartement,46,3,,,,,,2.349291,48.837294
2022-1669129,2022-03-30,000001,Vente,610000,20,,BD DE PORT-ROYAL,7740,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0050,,,10,,29,52.07,,,,,,,2,3,Dépendance,,0,,,,,,2.349291,48.837294
2022-1669155,2022-03-30,000001,Vente,307000,6,,RUE DE BIEVRE,0964,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0055,,,21,21.51,,,,,,,,,1,4,Local industriel. commercial ou assimilé,21,0,,,,,,2.350465,48.851019
2022-1669173,2022-04-06,000001,Vente,700000,27,,BD SAINT MICHEL,8705,75005,75105,Paris 5e Arrondissement,75,,,75105000BN0001,,,1,66.27,29,34.97,,,,,,,2,4,Local industriel. commercial ou assimilé,67,0,,,,,,2.342834,48.850023
2022-1669194,2022-03-28,000001,Vente,654750,16,,RUE BERTHOLLET,0916,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0013,,,24,,6,,,,,,,,2,2,Appartement,54,3,,,,,,2.345521,48.839232
2022-1669194,2022-03-28,000001,Vente,654750,16,,RUE BERTHOLLET,0916,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0013,,,24,,6,,,,,,,,2,3,Dépendance,,0,,,,,,2.345521,48.839232
2022-1669227,2022-03-31,000001,Vente,1040000,8,,RUE LACEPEDE,5220,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0006,,,14,77.03,34,,,,,,,,2,3,Dépendance,,0,,,,,,2.353947,48.843895
2022-1669227,2022-03-31,000001,Vente,1040000,8,,RUE LACEPEDE,5220,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0006,,,14,77.03,34,,,,,,,,2,2,Appartement,73,3,,,,,,2.353947,48.843895
2022-1669238,2022-03-11,000001,Vente,1480000,90,,RUE CLAUDE BERNARD,2069,75005,75105,Paris 5e Arrondissement,75,,,75105000BD0050,,,37,,5,,,,,,,,2,2,Appartement,100,5,,,,,,2.343937,48.841332
2022-1669242,2022-04-06,000001,Vente,964700,38,B,BD SAINT MARCEL,8690,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0064,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.357479,48.838971
2022-1669242,2022-04-06,000001,Vente,964700,38,B,BD SAINT MARCEL,8690,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0064,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.357479,48.838971
2022-1669242,2022-04-06,000001,Vente,964700,38,B,BD SAINT MARCEL,8690,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0064,,,26,,,,,,,,,,1,2,Appartement,44,3,,,,,,2.357479,48.838971
2022-1669242,2022-04-06,000001,Vente,964700,38,B,BD SAINT MARCEL,8690,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0064,,,30,,,,,,,,,,1,2,Appartement,48,3,,,,,,2.357479,48.838971
2022-1669255,2022-04-07,000001,Vente,212000,3,,RUE DE LA COLLEGIALE,2187,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0026,,,4,18.52,,,,,,,,,1,3,Dépendance,,0,,,,,,2.352178,48.837408
2022-1669255,2022-04-07,000001,Vente,212000,3,,RUE DE LA COLLEGIALE,2187,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0026,,,4,18.52,,,,,,,,,1,3,Dépendance,,0,,,,,,2.352178,48.837408
2022-1669255,2022-04-07,000001,Vente,212000,3,,RUE DE LA COLLEGIALE,2187,75005,75105,Paris 5e Arrondissement,75,,,75105000AV0026,,,4,18.52,,,,,,,,,1,3,Dépendance,,0,,,,,,2.352178,48.837408
2022-1669262,2022-03-22,000001,Vente,129000,8,,RUE LAGARDE,5258,75005,75105,Paris 5e Arrondissement,75,,,75105000AX0031,,,13,8.15,,,,,,,,,1,3,Dépendance,,0,,,,,,2.347483,48.840467
2022-1669270,2022-03-30,000001,Vente,501000,3,,RUE DE L ESTRAPADE,3377,75005,75105,Paris 5e Arrondissement,75,,,75105000AZ0022,,,318,29.8,,,,,,,,,1,2,Appartement,18,1,,,,,,2.347743,48.844285
2022-1669270,2022-03-30,000001,Vente,501000,3,,RUE DE L ESTRAPADE,3377,75005,75105,Paris 5e Arrondissement,75,,,75105000AZ0022,,,318,29.8,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.347743,48.844285
2022-1669288,2022-04-07,000001,Vente,488000,9,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0029,,,13,45.36,35,,,,,,,,2,2,Appartement,42,2,,,,,,2.360502,48.840103
2022-1669288,2022-04-07,000001,Vente,488000,9,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0029,,,13,45.36,35,,,,,,,,2,3,Dépendance,,0,,,,,,2.360502,48.840103
2022-1669319,2022-03-29,000001,Vente,660000,11,,RUE MALEBRANCHE,5949,75005,75105,Paris 5e Arrondissement,75,,,75105000BI0034,,,39,43.5,,,,,,,,,1,2,Appartement,40,2,,,,,,2.34233,48.846296
2022-1669319,2022-03-29,000001,Vente,660000,11,,RUE MALEBRANCHE,5949,75005,75105,Paris 5e Arrondissement,75,,,75105000BI0034,,,39,43.5,,,,,,,,,1,3,Dépendance,,0,,,,,,2.34233,48.846296
2022-1669356,2022-03-24,000001,Vente,440000,26,,BD SAINT MARCEL,8690,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0048,,,29,,,,,,,,,,1,2,Appartement,37,2,,,,,,2.359197,48.839478
2022-1669370,2022-03-18,000001,Vente,35000,253,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BD0024,,,358,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.341764,48.842168
2022-1669374,2022-03-25,000001,Vente,390000,30,,RUE GEOFFROY ST HILAIRE,4108,75005,75105,Paris 5e Arrondissement,75,,,75105000AM0004,,,37,,54,,7,29.16,,,,,3,3,Dépendance,,0,,,,,,2.356391,48.840682
2022-1669374,2022-03-25,000001,Vente,390000,30,,RUE GEOFFROY ST HILAIRE,4108,75005,75105,Paris 5e Arrondissement,75,,,75105000AM0004,,,37,,54,,7,29.16,,,,,3,2,Appartement,29,2,,,,,,2.356391,48.840682
2022-1669374,2022-03-25,000001,Vente,390000,30,,RUE GEOFFROY ST HILAIRE,4108,75005,75105,Paris 5e Arrondissement,75,,,75105000AM0004,,,37,,54,,7,29.16,,,,,3,3,Dépendance,,0,,,,,,2.356391,48.840682
2022-1669389,2022-04-01,000001,Vente,1200000,53,,QUAI DE LA TOURNELLE,9380,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0178,,,202,62.31,,,,,,,,,1,2,Appartement,65,1,,,,,,2.351868,48.850586
2022-1669404,2022-03-22,000001,Vente,50000,7,,RUE BLAINVILLE,1001,75005,75105,Paris 5e Arrondissement,75,,,75105000AZ0037,,,254,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.348697,48.844149
2022-1669443,2022-03-28,000001,Vente,680000,77,,BD SAINT MICHEL,8705,75005,75105,Paris 5e Arrondissement,75,,,75105000BH0006,,,17,,41,47.97,,,,,,,2,2,Appartement,48,2,,,,,,2.340546,48.845799
2022-1669443,2022-03-28,000001,Vente,680000,77,,BD SAINT MICHEL,8705,75005,75105,Paris 5e Arrondissement,75,,,75105000BH0006,,,17,,41,47.97,,,,,,,2,3,Dépendance,,0,,,,,,2.340546,48.845799
2022-1669466,2022-03-28,000001,Vente,500290,18,,RUE DES FOSSES ST JACQUES,3749,75005,75105,Paris 5e Arrondissement,75,,,75105000BI0069,,,15,,2,,22,,,,,,3,2,Appartement,39,2,,,,,,2.344043,48.845197
2022-1669466,2022-03-28,000001,Vente,500290,18,,RUE DES FOSSES ST JACQUES,3749,75005,75105,Paris 5e Arrondissement,75,,,75105000BI0069,,,15,,2,,22,,,,,,3,3,Dépendance,,0,,,,,,2.344043,48.845197
2022-1669468,2022-04-01,000001,Vente,750000,5,,RUE FUSTEL DE COULANGES,3890,75005,75105,Paris 5e Arrondissement,75,,,75105000BF0064,,,31,,9,,,,,,,,2,2,Appartement,50,3,,,,,,2.339255,48.839634
2022-1669468,2022-04-01,000001,Vente,750000,5,,RUE FUSTEL DE COULANGES,3890,75005,75105,Paris 5e Arrondissement,75,,,75105000BF0064,,,31,,9,,,,,,,,2,3,Dépendance,,0,,,,,,2.339255,48.839634
2022-1669478,2022-03-25,000001,Vente,1008800,187,,RUE SAINT JACQUES,8648,75005,75105,Paris 5e Arrondissement,75,,,75105000BI0062,,,22,,25,,,,,,,,2,2,Appartement,60,2,,,,,,2.343008,48.845165
2022-1669555,2022-03-16,000001,Vente,200000,89,,RUE MOUFFETARD,6581,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0013,,,23,,,,,,,,,,1,2,Appartement,19,1,,,,,,2.349861,48.841632
2022-1669590,2022-03-23,000001,Vente,235000,16,,RUE LINNE,5696,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0031,,,107,22.71,,,,,,,,,1,3,Dépendance,,0,,,,,,2.354998,48.845113
2022-1669590,2022-03-23,000001,Vente,235000,16,,RUE LINNE,5696,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0031,,,107,22.71,,,,,,,,,1,2,Appartement,135,5,,,,,,2.354998,48.845113
2022-1669620,2022-03-22,000001,Vente,120000,15,,RUE JUSSIEU,5130,75005,75105,Paris 5e Arrondissement,75,,,75105000AG0040,,,36,,45,,,,,,,,2,3,Dépendance,,0,,,,,,2.355479,48.845572
2022-1669725,2022-04-08,000001,Vente,378550,1,,RUE DES FOSSES ST MARCEL,3751,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0089,,,13,,68,,,,,,,,2,2,Appartement,23,1,,,,,,2.356467,48.839477
2022-1669725,2022-04-08,000001,Vente,378550,1,,RUE DES FOSSES ST MARCEL,3751,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0089,,,14,,,,,,,,,,1,2,Appartement,18,1,,,,,,2.356467,48.839477
2022-1669739,2022-03-25,000001,Vente,8000,55,,RUE CLAUDE BERNARD,2069,75005,75105,Paris 5e Arrondissement,75,,,75105000BE0020,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.344875,48.840249
2022-1669750,2022-03-15,000001,Vente,538000,13,,RUE DE L EPEE DE BOIS,3298,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0109,,,1012,49.65,,,,,,,,,1,2,Appartement,50,2,,,,,,2.350435,48.841357
2022-1669750,2022-03-15,000001,Vente,538000,13,,RUE DE L EPEE DE BOIS,3298,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0109,,,1077,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.350435,48.841357
2022-1669753,2022-04-04,000001,Vente,2038700,3,,RUE DANTE,2549,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0114,,,25,,7,135.97,,,,,,,2,3,Dépendance,,0,,,,,,2.346978,48.851161
2022-1669753,2022-04-04,000001,Vente,2038700,3,,RUE DANTE,2549,75005,75105,Paris 5e Arrondissement,75,,,75105000BQ0114,,,25,,7,135.97,,,,,,,2,2,Appartement,127,5,,,,,,2.346978,48.851161
2022-1669766,2022-03-31,000001,Vente,1124960,1,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0133,,,68,,9,94.04,,,,,,,2,3,Dépendance,,0,,,,,,2.361345,48.840172
2022-1669766,2022-03-31,000001,Vente,1124960,3,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0133,,,57,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.361345,48.840172
2022-1669766,2022-03-31,000001,Vente,1124960,1,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0133,,,68,,9,94.04,,,,,,,2,2,Appartement,94,3,,,,,,2.361345,48.840172
2022-1669766,2022-03-31,000001,Vente,1124960,1,,RUE POLIVEAU,7576,75005,75105,Paris 5e Arrondissement,75,,,75105000AR0133,,,68,,9,94.04,,,,,,,2,3,Dépendance,,0,,,,,,2.361345,48.840172
2022-1669771,2022-04-04,000001,Vente,1705000,1,,RUE DE PONTOISE,7621,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0125,,,44,,46,,,,,,,,2,3,Dépendance,,0,,,,,,2.352591,48.850401
2022-1669771,2022-04-04,000001,Vente,1705000,1,,RUE DE PONTOISE,7621,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0125,,,44,,46,,,,,,,,2,3,Dépendance,,0,,,,,,2.352591,48.850401
2022-1669771,2022-04-04,000001,Vente,1705000,1,,RUE DE PONTOISE,7621,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0125,,,44,,46,,,,,,,,2,3,Dépendance,,0,,,,,,2.352591,48.850401
2022-1669771,2022-04-04,000001,Vente,1705000,1,,RUE DE PONTOISE,7621,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0125,,,44,,46,,,,,,,,2,2,Appartement,106,5,,,,,,2.352591,48.850401
2022-1669772,2022-04-01,000001,Vente,45000,69,,RUE CLAUDE BERNARD,2069,75005,75105,Paris 5e Arrondissement,75,,,75105000BD0051,,,126,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.343855,48.840808
2022-1669800,2022-04-01,000001,Vente,695000,7,,RUE LARREY,5362,75005,75105,Paris 5e Arrondissement,75,,,75105000AL0125,,,3,53.42,,,,,,,,,1,2,Appartement,58,2,,,,,,2.353305,48.841809
2022-1669833,2022-04-15,000001,Vente,1184500,2,,SQ ADANSON,0052,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0053,,,212,,239,,310,,,,,,3,2,Appartement,88,3,,,,,,2.351482,48.839027
2022-1669833,2022-04-15,000001,Vente,1184500,2,,SQ ADANSON,0052,75005,75105,Paris 5e Arrondissement,75,,,75105000AU0053,,,212,,239,,310,,,,,,3,3,Dépendance,,0,,,,,,2.351482,48.839027
2022-1669838,2022-04-04,000001,Vente,575000,14,,RUE FLATTERS,3665,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0097,,,8,49.46,,,,,,,,,1,3,Dépendance,,0,,,,,,2.346192,48.83822
2022-1669838,2022-04-04,000001,Vente,575000,14,,RUE FLATTERS,3665,75005,75105,Paris 5e Arrondissement,75,,,75105000AW0097,,,8,49.46,,,,,,,,,1,2,Appartement,44,3,,,,,,2.346192,48.83822
2022-1669865,2022-04-01,000001,Vente,500000,18,,RUE ROLLIN,8329,75005,75105,Paris 5e Arrondissement,75,,,75105000AJ0038,,,1,64.78,32,,,,,,,,2,4,Local industriel. commercial ou assimilé,53,0,,,,,,2.349981,48.844909
2022-1669887,2022-03-31,000001,Vente,540000,35,,PL MAUBERT,6181,75005,75105,Paris 5e Arrondissement,75,,,75105000AB0040,,,101,47.09,,,,,,,,,1,2,Appartement,50,2,,,,,,2.349171,48.850248
