id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2023-570373,2023-01-06,000001,Vente,113000,9,,RUE EDMOND CHARPENTIER,3000,42000,42218,Saint-Étienne,42,,,42218000AK0088,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.382644,45.451159
2023-570373,2023-01-06,000001,Vente,113000,9,,RUE EDMOND CHARPENTIER,3000,42000,42218,Saint-Étienne,42,,,42218000AK0088,,,16,84.58,,,,,,,,,1,3,Dépendance,,0,,,,,,4.382644,45.451159
2023-570373,2023-01-06,000001,Vente,113000,9,,RUE EDMOND CHARPENTIER,3000,42000,42218,Saint-Étienne,42,,,42218000AK0088,,,16,84.58,,,,,,,,,1,3,Dépendance,,0,,,,,,4.382644,45.451159
2023-570374,2023-01-05,000001,Vente,161200,9,,RUE DU MIDI,5950,42000,42218,Saint-Étienne,42,,,42218000AV0053,,,24,76.8,27,,30,,6,,,,4,2,Appartement,62,2,,,,,,4.381153,45.44438
2023-570374,2023-01-05,000001,Vente,161200,9,,RUE DU MIDI,5950,42000,42218,Saint-Étienne,42,,,42218000AV0053,,,24,76.8,27,,30,,6,,,,4,3,Dépendance,,0,,,,,,4.381153,45.44438
2023-570374,2023-01-05,000001,Vente,161200,9,,RUE DU MIDI,5950,42000,42218,Saint-Étienne,42,,,42218000AV0053,,,24,76.8,27,,30,,6,,,,4,3,Dépendance,,0,,,,,,4.381153,45.44438
2023-570376,2023-01-05,000001,Vente,176000,183,,RUE BERGSON,1020,42000,42218,Saint-Étienne,42,,,42218000AE0063,,,72,82.81,,,,,,,,,1,2,Appartement,81,3,,,,,,4.38037,45.462417
2023-570376,2023-01-05,000001,Vente,176000,183,,RUE BERGSON,1020,42000,42218,Saint-Étienne,42,,,42218000AE0063,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.38037,45.462417
2023-570377,2023-01-09,000001,Vente,69900,25,,RUE DE TERRENOIRE,8390,42100,42218,Saint-Étienne,42,,,42218000HM0126,,,129,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.411789,45.43083
2023-570377,2023-01-09,000001,Vente,69900,25,,RUE DE TERRENOIRE,8390,42100,42218,Saint-Étienne,42,,,42218000HM0126,,,38,,61,69.35,,,,,,,2,3,Dépendance,,0,,,,,,4.411789,45.43083
2023-570377,2023-01-09,000001,Vente,69900,25,,RUE DE TERRENOIRE,8390,42100,42218,Saint-Étienne,42,,,42218000HM0126,,,38,,61,69.35,,,,,,,2,2,Appartement,69,2,,,,,,4.411789,45.43083
2023-570378,2023-01-02,000001,Vente,62000,30,,RUE HENRI BARBUSSE,4370,42000,42218,Saint-Étienne,42,,,42218000EV0075,,,8,95.56,,,,,,,,,1,3,Dépendance,,0,,,,,,4.393851,45.432815
2023-570378,2023-01-02,000001,Vente,62000,30,,RUE HENRI BARBUSSE,4370,42000,42218,Saint-Étienne,42,,,42218000EV0075,,,8,95.56,,,,,,,,,1,3,Dépendance,,0,,,,,,4.393851,45.432815
2023-570378,2023-01-02,000001,Vente,62000,30,,RUE HENRI BARBUSSE,4370,42000,42218,Saint-Étienne,42,,,42218000EV0075,,,8,95.56,,,,,,,,,1,2,Appartement,50,2,,,,,,4.393851,45.432815
2023-570382,2023-01-03,000001,Vente,123700,27,,RUE CHARLES REBOUR,1820,42100,42218,Saint-Étienne,42,,,42218000HR0146,,,43,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.396496,45.427672
2023-570382,2023-01-03,000001,Vente,123700,27,,RUE CHARLES REBOUR,1820,42100,42218,Saint-Étienne,42,,,42218000HR0146,,,54,84.06,,,,,,,,,1,2,Appartement,81,4,,,,,,4.396496,45.427672
2023-570382,2023-01-03,000001,Vente,123700,27,,RUE CHARLES REBOUR,1820,42100,42218,Saint-Étienne,42,,,42218000HR0146,,,54,84.06,,,,,,,,,1,3,Dépendance,,0,,,,,,4.396496,45.427672
2023-570384,2023-01-04,000001,Vente,86000,59,,RUE DE LA REPUBLIQUE,7630,42000,42218,Saint-Étienne,42,,,42218000EL0069,,,9,65.17,,,,,,,,,1,3,Dépendance,,0,,,,,,4.394726,45.439567
2023-570384,2023-01-04,000001,Vente,86000,59,,RUE DE LA REPUBLIQUE,7630,42000,42218,Saint-Étienne,42,,,42218000EL0069,,,9,65.17,,,,,,,,,1,2,Appartement,54,2,,,,,,4.394726,45.439567
2023-570394,2023-01-09,000001,Vente,48000,118,,RUE CROZET BOUSSINGAULT,2520,42100,42218,Saint-Étienne,42,,,42218000KP0004,,,2013,,2108,45,,,,,,,2,3,Dépendance,,0,,,,,,4.409147,45.415311
2023-570394,2023-01-09,000001,Vente,48000,118,,RUE CROZET BOUSSINGAULT,2520,42100,42218,Saint-Étienne,42,,,42218000KP0004,,,2013,,2108,45,,,,,,,2,2,Appartement,44,2,,,,,,4.409147,45.415311
2023-570394,2023-01-09,000001,Vente,48000,118,,RUE CROZET BOUSSINGAULT,2520,42100,42218,Saint-Étienne,42,,,42218000KP0004,,,2710,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.409147,45.415311
2023-570394,2023-01-09,000001,Vente,48000,118,,RUE CROZET BOUSSINGAULT,2520,42100,42218,Saint-Étienne,42,,,42218000KP0004,,,2013,,2108,45,,,,,,,2,3,Dépendance,,0,,,,,,4.409147,45.415311
2023-570397,2023-01-09,000001,Vente,27500,27,,RUE ROGER SALENGRO,7870,42000,42218,Saint-Étienne,42,,,42218000BZ0233,,,235,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.388369,45.442921
2023-570397,2023-01-09,000001,Vente,27500,27,,RUE ROGER SALENGRO,7870,42000,42218,Saint-Étienne,42,,,42218000BZ0233,,,230,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.388369,45.442921
2023-570397,2023-01-09,000001,Vente,27500,27,,RUE ROGER SALENGRO,7870,42000,42218,Saint-Étienne,42,,,42218000BZ0233,,,234,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.388369,45.442921
2023-570398,2023-01-07,000001,Vente,58000,54,,RUE HENRI DECHAUD,4420,42100,42218,Saint-Étienne,42,,,42218000HY0031,,,105,45.68,67,,,,,,,,2,3,Dépendance,,0,,,,,,4.407105,45.421991
2023-570398,2023-01-07,000001,Vente,58000,54,,RUE HENRI DECHAUD,4420,42100,42218,Saint-Étienne,42,,,42218000HY0031,,,105,45.68,67,,,,,,,,2,2,Appartement,46,2,,,,,,4.407105,45.421991
2023-570398,2023-01-07,000001,Vente,58000,54,,RUE HENRI DECHAUD,4420,42100,42218,Saint-Étienne,42,,,42218000HY0031,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.407105,45.421991
2023-570405,2023-01-13,000001,Vente,75000,22,,RUE GRUA ROUCHOUSE,4210,42100,42218,Saint-Étienne,42,,,42218000HL0111,,,128,43.75,20,,,,,,,,2,2,Appartement,47,2,,,,,,4.420605,45.434866
2023-570405,2023-01-13,000001,Vente,75000,22,,RUE GRUA ROUCHOUSE,4210,42100,42218,Saint-Étienne,42,,,42218000HL0111,,,128,43.75,20,,,,,,,,2,3,Dépendance,,0,,,,,,4.420605,45.434866
2023-570406,2023-01-10,000001,Vente,163000,2,,RUE DU MOUTIER,6360,42000,42218,Saint-Étienne,42,,,42218000AI0288,,,4040,,4050,84.32,,,,,,,2,2,Appartement,85,4,,,,,,4.37919,45.454968
2023-570406,2023-01-10,000001,Vente,163000,2,,RUE DU MOUTIER,6360,42000,42218,Saint-Étienne,42,,,42218000AI0288,,,308,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.37919,45.454968
2023-570406,2023-01-10,000001,Vente,163000,2,,RUE DU MOUTIER,6360,42000,42218,Saint-Étienne,42,,,42218000AI0288,,,4040,,4050,84.32,,,,,,,2,3,Dépendance,,0,,,,,,4.37919,45.454968
2023-570411,2023-01-03,000001,Vente,52000,16,,RUE MICHEL SERVET,5910,42000,42218,Saint-Étienne,42,,,42218000BW0045,,,18,92.8,5,,,,,,,,2,2,Appartement,92,3,,,,,,4.390122,45.44026
2023-570412,2023-01-05,000001,Vente,120300,86,,CRS FAURIEL,3390,42100,42218,Saint-Étienne,42,,,42218000HR0027,,,19,65.27,,,,,,,,,1,3,Dépendance,,0,,,,,,4.402311,45.426661
2023-570412,2023-01-05,000001,Vente,120300,86,,CRS FAURIEL,3390,42100,42218,Saint-Étienne,42,,,42218000HR0027,,,19,65.27,,,,,,,,,1,2,Appartement,67,4,,,,,,4.402311,45.426661
2023-570412,2023-01-05,000001,Vente,120300,35,,RUE MONTESQUIEU,6190,42100,42218,Saint-Étienne,42,,,42218000HR0027,,,189,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.402311,45.426661
2023-570415,2023-01-03,000001,Vente,23000,16,,RUE MICHEL SERVET,5910,42000,42218,Saint-Étienne,42,,,42218000BW0045,,,17,39.1,,,,,,,,,1,2,Appartement,39,1,,,,,,4.390122,45.44026
2023-570420,2023-01-03,000001,Vente,185000,30,,RUE DU PUITS CHATELUS,7386,42000,42218,Saint-Étienne,42,,,42218000OS0034,,,,,,,,,,,,,0,1,Maison,90,3,S,sols,,,240,4.376481,45.439961
2023-570420,2023-01-03,000001,Vente,185000,30,B,RUE DU PUITS CHATELUS,7386,42000,42218,Saint-Étienne,42,,,42218000OS0035,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,126,4.37662,45.44009
2023-570420,2023-01-03,000001,Vente,185000,,,RUE CHARLES DUPUIS,1780,42000,42218,Saint-Étienne,42,,,42218000OS0096,,,,,,,,,,,,,0,,,,,S,sols,,,67,4.376378,45.439856
2023-570424,2023-01-12,000001,Vente,71000,78,,RUE DES ALLIES,0210,42100,42218,Saint-Étienne,42,,,42218000HI0083,,,21,,36,55.24,,,,,,,2,2,Appartement,55,2,,,,,,4.406856,45.439365
2023-570424,2023-01-12,000001,Vente,71000,78,,RUE DES ALLIES,0210,42100,42218,Saint-Étienne,42,,,42218000HI0083,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.406856,45.439365
2023-570424,2023-01-12,000001,Vente,71000,78,,RUE DES ALLIES,0210,42100,42218,Saint-Étienne,42,,,42218000HI0083,,,21,,36,55.24,,,,,,,2,3,Dépendance,,0,,,,,,4.406856,45.439365
2023-570425,2023-01-06,000001,Vente,113800,20,B,RUE DU CHAMPROND,1660,42000,42218,Saint-Étienne,42,,,42218000BK0095,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,136,4.361463,45.444866
2023-570425,2023-01-06,000001,Vente,113800,20,B,RUE DU CHAMPROND,1660,42000,42218,Saint-Étienne,42,,,42218000BK0095,,,,,,,,,,,,,0,1,Maison,90,2,S,sols,,,136,4.361463,45.444866
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,10,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,46,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,25,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,63,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,9,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,49,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,13,,14,,3,,4,,,,4,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,13,,14,,3,,4,,,,4,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,26,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,46,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,1,,11,,2,,,,,,3,2,Appartement,49,2,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,12,,6,,8,,,,,,3,2,Appartement,54,3,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,1,,11,,2,,,,,,3,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,13,,14,,3,,4,,,,4,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,16,,18,,21,,22,,24,,6,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,12,,6,,8,,,,,,3,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,16,,18,,21,,22,,24,,6,2,Appartement,84,3,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,15,,17,,19,,20,,23,,6,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,15,,17,,19,,20,,23,,6,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,15,,17,,19,,20,,23,,6,2,Appartement,84,3,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,16,,18,,21,,22,,24,,6,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,13,,14,,3,,4,,,,4,2,Appartement,92,4,,,,,,4.382592,45.435346
2023-570426,2023-01-12,000001,Vente,435000,14,,RUE BEAUBRUN,0750,42000,42218,Saint-Étienne,42,,,42218000OW0007,,,12,,6,,8,,,,,,3,3,Dépendance,,0,,,,,,4.382592,45.435346
2023-570427,2023-01-11,000001,Vente,171500,10,,PL JEAN JAURES,4920,42000,42218,Saint-Étienne,42,,,42218000BX0004,,,7,147.95,8,,,,,,,,2,4,Local industriel. commercial ou assimilé,150,0,,,,,,4.387577,45.44173
2023-570429,2023-01-03,000001,Vente,105000,63,,RUE DES DOCTEURS CHARCOT,2870,42100,42218,Saint-Étienne,42,,,42218000KY0172,,,120,73.71,,,,,,,,,1,3,Dépendance,,0,,,,,,4.393763,45.417532
2023-570429,2023-01-03,000001,Vente,105000,63,,RUE DES DOCTEURS CHARCOT,2870,42100,42218,Saint-Étienne,42,,,42218000KY0172,,,120,73.71,,,,,,,,,1,3,Dépendance,,0,,,,,,4.393763,45.417532
2023-570429,2023-01-03,000001,Vente,105000,72,,RUE DES PASSEMENTIERS,6700,42100,42218,Saint-Étienne,42,,,42218000KY0172,,,229,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.393763,45.417532
2023-570429,2023-01-03,000001,Vente,105000,63,,RUE DES DOCTEURS CHARCOT,2870,42100,42218,Saint-Étienne,42,,,42218000KY0172,,,120,73.71,,,,,,,,,1,2,Appartement,74,3,,,,,,4.393763,45.417532
2023-570430,2023-01-12,000001,Vente,156000,124,,CRS FAURIEL,3390,42100,42218,Saint-Étienne,42,,,42218000HX0256,,,2043,,2085,92.76,,,,,,,2,2,Appartement,93,4,,,,,,4.405573,45.425209
2023-570430,2023-01-12,000001,Vente,156000,7,,RUE HENRI DECHAUD,4420,42100,42218,Saint-Étienne,42,,,42218000HX0256,,,1,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.405573,45.425209
2023-570430,2023-01-12,000001,Vente,156000,124,,CRS FAURIEL,3390,42100,42218,Saint-Étienne,42,,,42218000HX0256,,,2043,,2085,92.76,,,,,,,2,3,Dépendance,,0,,,,,,4.405573,45.425209
2023-570435,2023-01-06,000001,Vente,146550,10,,RUE DESIRE CLAUDE,2730,42100,42218,Saint-Étienne,42,,,42218000PR0026,,,49,,54,84.7,,,,,,,2,2,Appartement,84,3,,,,,,4.38832,45.430412
2023-570435,2023-01-06,000001,Vente,146550,10,,RUE DESIRE CLAUDE,2730,42100,42218,Saint-Étienne,42,,,42218000PR0026,,,49,,54,84.7,,,,,,,2,3,Dépendance,,0,,,,,,4.38832,45.430412
2023-570435,2023-01-06,000001,Vente,146550,9,,RUE DESIRE CLAUDE,2730,42100,42218,Saint-Étienne,42,,,42218000PR0052,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.388611,45.430585
2023-570436,2023-01-06,000001,Vente,109000,21,,RUE TROUSSEAU,8660,42100,42218,Saint-Étienne,42,,,42218000LP0206,,,203,85,,,,,,,,,1,2,Appartement,85,1,,,,,,4.388803,45.412657
2023-570436,2023-01-06,000001,Vente,109000,21,,RUE TROUSSEAU,8660,42100,42218,Saint-Étienne,42,,,42218000LP0206,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,4.388803,45.412657
2023-570437,2023-01-06,000001,Vente,370500,27,,AV LA LIBERATION,5420,42000,42218,Saint-Étienne,42,,,42218000EM0077,,,22,,39,221.16,,,,,,,2,3,Dépendance,,0,,,,,,4.391741,45.437468
2023-570437,2023-01-06,000001,Vente,370500,27,,AV LA LIBERATION,5420,42000,42218,Saint-Étienne,42,,,42218000EM0077,,,22,,39,221.16,,,,,,,2,2,Appartement,214,6,,,,,,4.391741,45.437468
2023-570440,2023-01-10,000001,Vente,155000,18,,RUE CLOVIS HUGUES,2170,42000,42218,Saint-Étienne,42,,,42218000AM0124,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1789,0,S,sols,,,229,4.382609,45.44813
2023-570448,2023-01-10,000001,Vente,54000,38,,BD ALEXANDRE DE FRAISSINETTE,0150,42100,42218,Saint-Étienne,42,,,42218000IO0005,,,1212,,487,61.47,,,,,,,2,3,Dépendance,,0,,,,,,4.415733,45.418384
2023-570448,2023-01-10,000001,Vente,54000,38,,BD ALEXANDRE DE FRAISSINETTE,0150,42100,42218,Saint-Étienne,42,,,42218000IO0005,,,1212,,487,61.47,,,,,,,2,2,Appartement,62,3,,,,,,4.415733,45.418384
2023-570452,2023-01-06,000001,Vente,66000,10,,RUE CAMELINAT,1460,42000,42218,Saint-Étienne,42,,,42218000AR0056,,,31,,7,,,,,,,,2,2,Appartement,42,2,,,,,,4.384493,45.444989
2023-570452,2023-01-06,000001,Vente,66000,10,,RUE CAMELINAT,1460,42000,42218,Saint-Étienne,42,,,42218000AR0056,,,31,,7,,,,,,,,2,3,Dépendance,,0,,,,,,4.384493,45.444989
2023-570453,2023-01-12,000001,Vente,30000,24,,PL MASSENET,5770,42000,42218,Saint-Étienne,42,,,42218000CS0002,,,12,,95,32.35,,,,,,,2,2,Appartement,33,1,,,,,,4.378494,45.467289
